artist,bio,source,url,bio_clean
5 Seconds of Summer,"5 Seconds of Summer, often shortened to 5SOS, are an Australian pop rock band formed in Sydney in 2011. The group consists of lead vocalist and rhythm guitarist Luke Hemmings, lead guitarist Michael Clifford, bassist Calum Hood, and drummer Ashton Irwin. Originally beginning their career as YouTube celebrities, they rose to international fame while touring with English-Irish boy band One Direction on their Take Me Home Tour. Since 2014, 5 Seconds of Summer have sold more than 10 million albums, sold over 2 million concert tickets worldwide, and have attained more than 7 billion streams of their songs on music streaming services, making them one of the most successful Australian musical acts in history.",wikipedia,https://en.wikipedia.org/wiki/5_Seconds_of_Summer,seconds of summer often shortened to sos are an australian pop rock band formed in sydney in the group consists of lead vocalist and rhythm guitarist luke hemmings lead guitarist michael clifford bassist calum hood and drummer ashton irwin originally beginning their career as youtube celebrities they rose to international fame while touring with english irish boy band one direction on their take me home tour since seconds of summer have sold more than million albums sold over million concert tickets worldwide and have attained more than billion streams of their songs on music streaming services making them one of the most successful australian musical acts in history
ZAYN,"Zayn Malik is a multi-talented English singer-songwriter best known as one of the founding members of the boy-band-of-a-generation One Direction. Born Zain Javadd Malik on January 12, 1993 in the working-class town of Bradford in West Yorkshire, England, Zayn honed his vocal talents and stage command at a young age. Growing up as a mixed race Pakistani-English Muslim in a postindustrial British town presented some difficulties, which resulted in a number of primary school changes. His talents were eventually fostered at Tong High School, where he delved into performing arts and stage production, even starring as Danny Zuko in the school's production of Grease. In 2010, he auditioned for The X Factor but was eliminated (along with his future One Direction bandmates, who also auditioned solo). The quintet was later brought back as a group and Simon Cowell dubbed them One Direction. Despite finishing in third place, their popularity exploded and would not slow their trajectory until the very end. After the show, Cowell immediately signed them to his label, Syco Records, kicking off a craze that hadn't been seen since the turn of the millennium with the Backstreet Boys and *NSYNC. From 2011 to 2014, One Direction released an album each year, each one more successful than the last. Their fourth album, Four, would turn out to be the last with Zayn. In March 2015, while the band was on the On the Road Again Tour, Malik abruptly parted ways with One Direction a week after his final appearance with the group in Hong Kong. Citing stress and a desire for a simpler life out of the spotlight, Malik later revealed that he simply wanted to make music that he could listen to and enjoy. Striking out on his own, he signed with RCA Records and moved to Los Angeles, where he began working on his solo effort with Naughty Boy (Beyoncé, Sam Smith). The two soon parted and Malik turned to Frank Ocean collaborator James ""Malay"" Ho for production help. His debut single, ""Pillowtalk,"" was released in late January 2016, debuted at number one on the Billboard charts, and featured a distinctly more adult-themed alt-R&B sound, similar to the Weeknd and Miguel. His full-length debut, Mind of Mine, was released in early 2016 and topped the Billboard 200 chart. Late that year, he returned with the single ""I Don't Wanna Live Forever,"" a collaboration with Taylor Swift and Bleachers' Jack Antonoff that appeared on the soundtrack to Fifty Shades Darker. Second studio album, ""Icarus Falls,"" was released in December 2018. The album contains 27 tracks including six previous singles he has been released. His song with Sia, ""Dusk Till Dawn"" and and his song with PartyNextDoor, ""Still Got Time"" were initially only in Japanese edition of the record. However, in August 2020 these songs were added to the tracklist in streaming services internationally. In September 2020, Zayn released ""Better"" which is the lead single of his third album ""Nobody Is Listening"" . Later, on January, one week before the album release, Zayn released ""Vibez"" as second single from the album. One week later Zayn released the album. Zayn described this album as ""his most personal project"". Malik has now been released by RCA Records and is an free agent he remains at his home in Pennsylvania recording music. 2.) Zayn (arabic, refers to inner beauty) is an instrumental quartet from Croatia formed in 2011 by Miran Kapelac (bass), Bojan Gatalica (guitar), Marko Dragičević (guitar) and Alen Rožman (drums).",lastfm,https://www.last.fm/music/ZAYN/+wiki,zayn malik is a multi talented english singer songwriter best known as one of the founding members of the boy band of a generation one direction born zain javadd malik on january in the working class town of bradford in west yorkshire england zayn honed his vocal talents and stage command at a young age growing up as a mixed race pakistani english muslim in a postindustrial british town presented some difficulties which resulted in a number of primary school changes his talents were eventually fostered at tong high school where he delved into performing arts and stage production even starring as danny zuko in the school s production of grease in he auditioned for the x factor but was eliminated along with his future one direction bandmates who also auditioned solo the quintet was later brought back as a group and simon cowell dubbed them one direction despite finishing in third place their popularity exploded and would not slow their trajectory until the very end after the show cowell immediately signed them to his label syco records kicking off a craze that hadn t been seen since the turn of the millennium with the backstreet boys and nsync from to one direction released an album each year each one more successful than the last their fourth album four would turn out to be the last with zayn in march while the band was on the on the road again tour malik abruptly parted ways with one direction a week after his final appearance with the group in hong kong citing stress and a desire for a simpler life out of the spotlight malik later revealed that he simply wanted to make music that he could listen to and enjoy striking out on his own he signed with rca records and moved to los angeles where he began working on his solo effort with naughty boy beyonc sam smith the two soon parted and malik turned to frank ocean collaborator james malay ho for production help his debut single pillowtalk was released in late january debuted at number one on the billboard charts and featured a distinctly more adult themed alt r b sound similar to the weeknd and miguel his full length debut mind of mine was released in early and topped the billboard chart late that year he returned with the single i don t wanna live forever a collaboration with taylor swift and bleachers jack antonoff that appeared on the soundtrack to fifty shades darker second studio album icarus falls was released in december the album contains tracks including six previous singles he has been released his song with sia dusk till dawn and and his song with partynextdoor still got time were initially only in japanese edition of the record however in august these songs were added to the tracklist in streaming services internationally in september zayn released better which is the lead single of his third album nobody is listening later on january one week before the album release zayn released vibez as second single from the album one week later zayn released the album zayn described this album as his most personal project malik has now been released by rca records and is an free agent he remains at his home in pennsylvania recording music zayn arabic refers to inner beauty is an instrumental quartet from croatia formed in by miran kapelac bass bojan gatalica guitar marko dragi evi guitar and alen ro man drums
MC Kevin o Chris,"Kevin de Oliveira Zanoni, better known by his stage name Kevin o Chris, is a Brazilian funk singer from Rio de Janeiro, known as one of the main representatives of the 150 BPM style.",wikipedia,https://en.wikipedia.org/wiki/Kevin_O_Chris,kevin de oliveira zanoni better known by his stage name kevin o chris is a brazilian funk singer from rio de janeiro known as one of the main representatives of the bpm style
Niall Horan,"Niall James Horan is an Irish singer-songwriter. He rose to prominence as a member of the boy band One Direction, formed in 2010 on the singing competition The X Factor. The group released five albums and went on to become one of the best-selling boy bands of all time.",wikipedia,https://en.wikipedia.org/wiki/Niall_Horan,niall james horan is an irish singer songwriter he rose to prominence as a member of the boy band one direction formed in on the singing competition the x factor the group released five albums and went on to become one of the best selling boy bands of all time
Maluma,"Juan Luis Londoño Arias, known professionally as Maluma, is a Colombian rapper, singer, songwriter and actor. Born and raised in Medellín, he developed an interest in music at a young age, recording songs since age sixteen. Arias released his debut album, Magia, a year later in 2012. But, his breakthrough album was 2015's Pretty Boy, Dirty Boy, which led to successful collaborations with many artists. He released F.A.M.E. in 2018, another commercial success. He followed it with 11:11 in 2019, and Papi Juancho, surprise-released in 2020. His single ""Hawái"" reached number three on the Billboard Global 200, and became the first number one single on the Billboard Global Excl. U.S. chart. Selling more than 18 million records, Maluma is one of the best-selling Latin music artists. Musically, Maluma's songs have been described as reggaeton, Latin trap, and pop.",wikipedia,https://en.wikipedia.org/wiki/Maluma,juan luis londo o arias known professionally as maluma is a colombian rapper singer songwriter and actor born and raised in medell n he developed an interest in music at a young age recording songs since age sixteen arias released his debut album magia a year later in but his breakthrough album was s pretty boy dirty boy which led to successful collaborations with many artists he released f a m e in another commercial success he followed it with in and papi juancho surprise released in his single haw i reached number three on the billboard global and became the first number one single on the billboard global excl u s chart selling more than million records maluma is one of the best selling latin music artists musically maluma s songs have been described as reggaeton latin trap and pop
Majestic,"Kevin Adam Christie, known professionally as Majestic, is an English musician. His singles ""Creeping in the Dark"", ""Naughty Sesh"", and ""Set My Heart on Fire"" charted at numbers 75, 52, and 39 on the UK Singles Chart respectively. His remix of Boney M.'s ""Rasputin"" and cover of Whitney Houston's ""Million Dollar Bill"" charted at numbers 11 and 67 on the same chart, and his vocals have also been sampled in Skrillex's ""Ruffneck "" and Droideka's ""Get Hyper"", which charted at numbers 89 and 29 respectively. In 2020, his album track ""Fresh"" with FooR and Dread MC on 2018's Friends of FooR was used in an advertising campaign for Coors Light.",wikipedia,https://en.wikipedia.org/wiki/Majestic_(musician),kevin adam christie known professionally as majestic is an english musician his singles creeping in the dark naughty sesh and set my heart on fire charted at numbers and on the uk singles chart respectively his remix of boney m s rasputin and cover of whitney houston s million dollar bill charted at numbers and on the same chart and his vocals have also been sampled in skrillex s ruffneck and droideka s get hyper which charted at numbers and respectively in his album track fresh with foor and dread mc on s friends of foor was used in an advertising campaign for coors light
Roar,Roar is an American solo musical project of Arizona-based musician Owen Richard Evans. He started the project in 2010 by releasing the extended play I Can't Handle Change. Evans has since released two more extended plays and four studio albums under the moniker.,wikipedia,https://en.wikipedia.org/wiki/Roar_(musician),roar is an american solo musical project of arizona based musician owen richard evans he started the project in by releasing the extended play i can t handle change evans has since released two more extended plays and four studio albums under the moniker
Imagine Dragons,"Imagine Dragons are an American pop rock band formed in 2008, based in Las Vegas, Nevada. The band currently consists of lead singer Dan Reynolds, guitarist Wayne Sermon, and bassist Ben McKee. Their debut single, ""It's Time"", was released in February 2012, reaching the Top 20 of various charts around the world. Their debut album, Night Visions, which resulted in the chart-topping singles ""Radioactive"" and ""Demons"", reached No. 2 in America on release in September 2012, and achieved Platinum sales by June 2013. Rolling Stone named ""Radioactive"", which held the record for most weeks charted on the Billboard Hot 100, the ""biggest rock hit of the year"". MTV called them ""the year's biggest breakout band"", and Billboard named them their ""Breakthrough Band of 2013"" and ""Biggest Band of 2017"", and placed them at the top of their ""Year in Rock"" rankings for 2013, 2017, and 2018. Imagine Dragons topped the Billboard Year-End ""Top Artists – Duo/Group"" category in 2018.",wikipedia,https://en.wikipedia.org/wiki/Imagine_Dragons,imagine dragons are an american pop rock band formed in based in las vegas nevada the band currently consists of lead singer dan reynolds guitarist wayne sermon and bassist ben mckee their debut single it s time was released in february reaching the top of various charts around the world their debut album night visions which resulted in the chart topping singles radioactive and demons reached no in america on release in september and achieved platinum sales by june rolling stone named radioactive which held the record for most weeks charted on the billboard hot the biggest rock hit of the year mtv called them the year s biggest breakout band and billboard named them their breakthrough band of and biggest band of and placed them at the top of their year in rock rankings for and imagine dragons topped the billboard year end top artists duo group category in
Gabry Ponte,"Gabriele ""Gabry"" Ponte is an Italian musician, DJ and producer, best known as a member of Eiffel 65.",wikipedia,https://en.wikipedia.org/wiki/Gabry_Ponte,gabriele gabry ponte is an italian musician dj and producer best known as a member of eiffel
Kygo,"Kyrre Gørvell-Dahll, known professionally as Kygo, is a Norwegian record producer. He first received international attention with his December 2013 remix of the track ""I See Fire"" by Ed Sheeran and his December 2014 single ""Firestone"". In late 2015, he reached one billion streams on Spotify faster than any other artist, and by June 2016, he had reached two billion streams.",wikipedia,https://en.wikipedia.org/wiki/Kygo,kyrre g rvell dahll known professionally as kygo is a norwegian record producer he first received international attention with his december remix of the track i see fire by ed sheeran and his december single firestone in late he reached one billion streams on spotify faster than any other artist and by june he had reached two billion streams
Rels B,"Daniel Heredia Vidal, known professionally as Rels B, is a Spanish rapper, songwriter and record producer. He is considered one of the great rising stars of the Spanish urbano music.",wikipedia,https://en.wikipedia.org/wiki/Rels_B,daniel heredia vidal known professionally as rels b is a spanish rapper songwriter and record producer he is considered one of the great rising stars of the spanish urbano music
Luciano,"Luciano is an Italian, Spanish and Portuguese given name and surname. It is derived from Latin Lucianus, patronymic of Lucius (""Light""). The French form is Lucien, the Catalan version is Llucià while the Basque form is Luken.",wikipedia,https://en.wikipedia.org/wiki/Luciano,luciano is an italian spanish and portuguese given name and surname it is derived from latin lucianus patronymic of lucius light the french form is lucien the catalan version is lluci while the basque form is luken
Kodaline,"Kodaline are an Irish rock band. Originally known as 21 Demands, the band adopted their current name in 2012 to coincide with the changing of their music. The group comprises Steve Garrigan, Vincent May, Mark Prendergast, and Jason Boland.",wikipedia,https://en.wikipedia.org/wiki/Kodaline,kodaline are an irish rock band originally known as demands the band adopted their current name in to coincide with the changing of their music the group comprises steve garrigan vincent may mark prendergast and jason boland
Beach Bunny,"Beach Bunny is an American rock band formed in 2015 in Chicago, Illinois. Initially a solo project by guitarist and vocalist Lili Trifilio, Beach Bunny became a full band in 2017. The group achieved widespread popularity after their 2018 song ""Prom Queen"" went viral on TikTok in late 2019. Their 2020 song ""Cloud 9"" also went viral on TikTok in 2021.",wikipedia,https://en.wikipedia.org/wiki/Beach_Bunny_(band),beach bunny is an american rock band formed in in chicago illinois initially a solo project by guitarist and vocalist lili trifilio beach bunny became a full band in the group achieved widespread popularity after their song prom queen went viral on tiktok in late their song cloud also went viral on tiktok in
MGMT,"MGMT is an American rock band formed by Andrew VanWyngarden and Benjamin Goldwasser in 2002 in Middletown, Connecticut. The band was originally known as ""The Management"" before rebranding as MGMT in 2005. Originally signed to Cantora Records by the label's co-founder, New York University undergrad Will Griggs, MGMT later signed with Columbia and RED Ink in 2006 and released their debut album Oracular Spectacular the next year.",wikipedia,https://en.wikipedia.org/wiki/MGMT,mgmt is an american rock band formed by andrew vanwyngarden and benjamin goldwasser in in middletown connecticut the band was originally known as the management before rebranding as mgmt in originally signed to cantora records by the label s co founder new york university undergrad will griggs mgmt later signed with columbia and red ink in and released their debut album oracular spectacular the next year
The Wanted,"The Wanted are a British-Irish boy band formed in 2009, and originally consisted of members Max George, Siva Kaneswaran, Jay McGuiness, Tom Parker, and Nathan Sykes. The group signed a worldwide contract to Universal Music, Island Records and Mercury Records, and was managed by Scooter Braun.",wikipedia,https://en.wikipedia.org/wiki/The_Wanted,the wanted are a british irish boy band formed in and originally consisted of members max george siva kaneswaran jay mcguiness tom parker and nathan sykes the group signed a worldwide contract to universal music island records and mercury records and was managed by scooter braun
Rixton,"Push Baby are a British pop duo from Manchester, England consisting of singer Jake Roche and multi-instrumentalist Charley Bagnall. They are signed to their own indie label, Wow, Big Legend.",wikipedia,https://en.wikipedia.org/wiki/Push_Baby,push baby are a british pop duo from manchester england consisting of singer jake roche and multi instrumentalist charley bagnall they are signed to their own indie label wow big legend
Girls' Generation,"Girls' Generation, also known as SNSD, is a South Korean girl group formed by SM Entertainment. The group is composed of eight members: Taeyeon, Sunny, Tiffany, Hyoyeon, Yuri, Sooyoung, Yoona, and Seohyun. Originally a nine-piece ensemble, member Jessica departed from the group in September 2014. Among the most influential girl groups in K-pop and a leading figure of the Korean Wave, Girls' Generation has earned numerous accolades and the honorific nickname ""The Nation's Girl Group"" in their home country.",wikipedia,https://en.wikipedia.org/wiki/Girls'_Generation,girls generation also known as snsd is a south korean girl group formed by sm entertainment the group is composed of eight members taeyeon sunny tiffany hyoyeon yuri sooyoung yoona and seohyun originally a nine piece ensemble member jessica departed from the group in september among the most influential girl groups in k pop and a leading figure of the korean wave girls generation has earned numerous accolades and the honorific nickname the nation s girl group in their home country
Men I Trust,"Men I Trust is a Canadian indie band formed in Quebec City, Quebec, in 2014. The band consists of Emmanuelle Proulx, Jessy Caron, and Dragos Chiriac (keyboards). The group has self-released all of their music.",wikipedia,https://en.wikipedia.org/wiki/Men_I_Trust,men i trust is a canadian indie band formed in quebec city quebec in the band consists of emmanuelle proulx jessy caron and dragos chiriac keyboards the group has self released all of their music
MEDUZA,,none,,
Soolking,"Abderraouf Deradji, known professionally as Soolking, is an Algerian singer and rapper. He started his career under the pseudonym MC Sool until 2013 before adopting his new stage name. He incorporates reggae, soul, hip-hop and Algerian raï in his music.",wikipedia,https://en.wikipedia.org/wiki/Soolking,abderraouf deradji known professionally as soolking is an algerian singer and rapper he started his career under the pseudonym mc sool until before adopting his new stage name he incorporates reggae soul hip hop and algerian ra in his music
Jennifer Lopez,"Jennifer Lynn Lopez is an American singer, songwriter, actress, dancer, and businesswoman. Lopez is regarded as one of the most influential entertainers of her time, credited with breaking barriers for Latino Americans in Hollywood and helping propel the Latin pop movement in music. She is also known for her cultural impact through fashion, branding, and shifting mainstream beauty standards.",wikipedia,https://en.wikipedia.org/wiki/Jennifer_Lopez,jennifer lynn lopez is an american singer songwriter actress dancer and businesswoman lopez is regarded as one of the most influential entertainers of her time credited with breaking barriers for latino americans in hollywood and helping propel the latin pop movement in music she is also known for her cultural impact through fashion branding and shifting mainstream beauty standards
AURORA,"Aurora Aksnes, known mononymously as Aurora, is a Norwegian singer, songwriter and record producer. Born in Stavanger and raised in Høle and Os, she started writing songs and learning dance at age six. Her ethereal soundscapes brought her widespread acclaim, earning her the nickname ""Fairy of Pop"".",wikipedia,https://en.wikipedia.org/wiki/Aurora_(singer),aurora aksnes known mononymously as aurora is a norwegian singer songwriter and record producer born in stavanger and raised in h le and os she started writing songs and learning dance at age six her ethereal soundscapes brought her widespread acclaim earning her the nickname fairy of pop
